PSU	LC	Mate	NEM 	OC	OH	Buenas	Malas	Omitidas	Nota	Calculo	 R1 	R2 	R3 	R4 
711.35	691	756	661	592	677	29	6	5	731	731	76.9	61.5	62.5	100
741	691	737	785	749	689	36	4	0	802	802	92.3	92.3	75	100
627.3	597	648	620	573	613	16	14	10	588	588	38.5	30.8	50	50
695.5	667	718	702	635	0	29	8	3	726	726	76.9	53.8	75	100
623.05	576	634	661	573	506	14	4	22	593	593	38.5	38.5	12.5	50
635	667	637	599	652	608	12	13	15	553	553	30.8	30.8	25	33.3
616.35	587	634	579	564	689	13	11	16	567	567	53.8	15.4	25	33.3
642.95	645	630	661	652	0	18	7	15	624	624	53.8	46.2	37.5	33.3
695.75	743	718	641	638	636	24	11	5	671	671	76.9	53.8	50	50
703.2	784	774	496	741	0	36	4	0	802	802	100	76.9	87.5	100
670.9	620	688	682	668	0	26	10	4	693	693	76.9	53.8	50	83.3
654.05	645	603	744	0	677	20	9	11	638	638	61.5	38.5	37.5	66.7
634.7	614	656	620	617	0	18	8	14	622	622	38.5	46.2	50	50
647.75	674	656	599	680	0	21	9	10	648	648	46.2	38.5	62.5	83.3
647.2	667	609	703	617	640	19	8	13	631	631	30.8	46.2	50	83.3
690.2	674	812	496	660	0	34	4	2	783	783	84.6	76.9	87.5	100
704.6	682	694	744	699	0	23	9	8	667	667	76.9	53.8	25	66.7
667	608	694	682	611	626	27	8	5	707	707	76.9	53.8	62.5	83.3
628.3	626	627	661	557	551	15	3	22	605	605	23.1	23.1	50	83.3
666.25	626	706	641	631	0	23	5	12	676	676	61.5	38.5	75	66.7
671.55	587	701	744	517	527	34	2	4	788	788	100	76.9	75	83.3
699.1	682	737	641	642	708	15	5	20	600	600	30.8	46.2	12.5	66.7
701.65	682	774	599	672	608	35	5	0	790	790	84.6	84.6	87.5	100
638.15	592	682	599	631	0	21	3	16	662	662	69.2	30.8	50	66.7
696.5	576	793	641	642	0	34	6	0	778	778	84.6	69.2	100	100
660.75	651	634	723	0	645	14	10	16	579	579	38.5	23.1	37.5	50
701.8	768	812	476	638	626	34	3	3	785	785	92.3	76.9	87.5	83.3
653.15	633	673	682	532	0	25	5	10	695	695	76.9	46.2	50	83.3
768.05	691	831	744	699	670	30	7	3	738	738	100	46.2	75	83.3
654.15	582	660	723	600	0	21	5	14	657	657	61.5	38.5	37.5	83.3
674.2	608	737	641	607	582	23	7	10	671	671	61.5	46.2	62.5	66.7
662.65	645	673	682	603	0	29	5	6	733	733	61.5	84.6	62.5	83.3
665.7	626	678	682	576	649	21	8	11	650	650	61.5	38.5	50	66.7
654.85	603	694	641	617	613	30	7	3	738	738	61.5	76.9	75	100
662.2	592	682	702	614	0	26	2	12	712	712	61.5	69.2	62.5	66.7
758.2	768	756	764	734	0	38	2	0	826	826	100	100	87.5	83.3
626.25	587	590	723	576	626	10	21	9	515	515	23.1	38.5	12.5	16.7
645.15	674	648	641	585	0	12	11	17	557	557	30.8	30.8	25	33.3
682.8	620	718	682	652	556	22	4	14	669	669	61.5	53.8	37.5	66.7
650.2	700	603	723	581	0	13	8	19	574	574	38.5	23.1	25	50
675.6	639	706	682	596	0	31	4	5	755	755	84.6	61.5	87.5	83.3
636.35	620	606	723	589	0	8	4	28	536	536	15.4	15.4	37.5	16.7
618.25	659	645	538	617	0	19	11	10	624	624	46.2	46.2	37.5	66.7
632.7	532	616	764	581	570	12	15	13	548	548	30.8	23.1	37.5	33.3
651.6	552	688	702	561	0	21	5	14	657	657	61.5	38.5	62.5	50
695.95	633	688	785	635	541	27	2	11	721	721	84.6	61.5	50	66.7
654.25	587	706	641	589	0	25	8	7	688	688	61.5	61.5	62.5	66.7
643.4	587	640	702	625	0	24	8	8	679	679	61.5	53.8	37.5	100
630.5	608	718	476	668	0	20	3	17	652	652	61.5	53.8	25	50
707.4	614	756	702	689	0	26	5	9	705	705	53.8	69.2	62.5	83.3
730.15	768	774	641	680	0	30	3	7	747	747	84.6	61.5	75	83.3
617.3	547	640	620	561	649	16	4	20	612	612	38.5	30.8	37.5	66.7
632.5	639	669	579	589	0	24	4	12	688	688	76.9	46.2	50	66.7
717.4	626	774	702	684	0	21	7	12	652	652	53.8	30.8	50	100
643.45	710	634	599	664	655	14	3	23	595	595	38.5	23.1	12.5	83.3
702.35	667	756	661	635	0	27	8	5	707	707	53.8	76.9	62.5	83.3
688.45	614	701	764	592	0	32	5	3	762	762	69.2	84.6	75	100
700	608	737	723	660	0	29	9	2	724	724	69.2	76.9	75	66.7
683.5	633	756	620	617	521	27	3	10	719	719	76.9	53.8	62.5	83.3
698	700	737	599	766	682	30	3	7	747	747	92.3	69.2	50	83.3
668.9	691	701	599	0	655	21	8	11	650	650	61.5	53.8	25	66.7
631.7	552	701	579	611	0	31	2	7	759	759	92.3	53.8	87.5	83.3
653	667	718	558	564	570	30	6	4	740	740	84.6	61.5	75	83.3
635.8	626	718	496	635	0	25	9	6	686	686	69.2	61.5	50	66.7
717.95	776	664	785	677	0	28	4	8	726	726	76.9	69.2	62.5	66.7
634.85	674	630	621	576	613	19	8	13	631	631	38.5	46.2	50	66.7
653.15	576	706	641	600	564	29	3	8	738	738	76.9	61.5	62.5	100
705.15	633	812	579	684	0	30	3	7	747	747	69.2	69.2	87.5	83.3
649.75	608	706	599	607	560	23	12	5	660	660	76.9	53.8	25	66.7
647.1	455	774	620	528	0	28	5	7	724	724	84.6	46.2	62.5	100
731.3	645	812	682	664	0	19	5	16	638	638	46.2	38.5	37.5	83.3
663.85	651	718	599	585	608	24	5	11	686	686	53.8	38.5	87.5	83.3
641.8	614	718	558	0	564	21	7	12	652	652	53.8	61.5	50	33.3
675.6	633	688	682	689	0	21	3	16	662	662	61.5	53.8	37.5	50
690.65	576	812	599	603	541	24	6	10	683	683	76.9	46.2	50	66.7
701.1	603	718	764	664	0	28	7	5	719	719	76.9	61.5	62.5	83.3
643.05	626	648	641	505	660	15	6	19	598	598	46.2	23.1	37.5	50
777.2	754	850	682	734	0	32	1	7	771	771	76.9	61.5	100	100
622.75	552	664	599	638	622	23	10	7	664	664	61.5	38.5	75	66.7
623.65	567	664	599	617	0	24	2	14	693	693	69.2	46.2	50	83.3
727.55	721	718	785	573	640	19	5	16	638	638	46.2	30.8	62.5	66.7
666	603	688	702	603	0	28	3	9	728	728	76.9	53.8	62.5	100
666.9	614	682	702	548	617	21	3	16	662	662	76.9	38.5	37.5	50
637.9	608	616	702	592	636	22	11	7	652	652	46.2	53.8	62.5	66.7
620.85	592	656	579	625	0	15	10	15	588	588	38.5	30.8	12.5	83.3
729.7	651	774	702	757	0	32	4	4	764	764	76.9	61.5	100	100
669.3	674	673	661	664	0	19	9	12	629	629	53.8	38.5	50	50
641.2	614	645	579	0	834	13	5	22	581	581	23.1	30.8	37.5	50
670.65	633	637	764	603	664	12	5	23	572	572	46.2	15.4	12.5	50
770.75	732	831	702	749	708	33	7	0	766	766	100	69.2	62.5	100
619.4	587	627	641	596	0	14	8	18	584	584	23.1	46.2	37.5	33.3
711.55	721	737	682	652	0	33	3	4	776	776	76.9	69.2	100	100
645.6	603	678	620	649	0	33	7	0	766	766	84.6	84.6	75	83.3
634.45	592	648	661	592	0	12	2	26	579	579	38.5	23.1	25	33.3
625.1	557	660	620	617	0	23	5	12	676	676	53.8	38.5	75	83.3
701.5	614	756	682	680	617	36	4	0	802	802	92.3	84.6	100	83.3
692.75	608	774	661	576	537	36	2	2	807	807	92.3	76.9	100	100
627.05	710	645	538	603	0	21	6	13	655	655	69.2	46.2	12.5	83.3
673.3	754	652	620	741	0	23	7	10	671	671	61.5	53.8	50	66.7
685.65	633	694	723	660	578	25	5	10	695	695	69.2	61.5	37.5	83.3
626.05	651	669	538	603	595	27	3	10	719	719	76.9	46.2	62.5	100
676.65	626	701	682	603	655	27	5	8	714	714	69.2	61.5	50	100
648.7	645	660	642	622	600	19	5	16	638	638	46.2	38.5	50	66.7
639.85	651	634	661	564	591	25	4	11	698	698	69.2	69.2	37.5	66.7
642.55	572	718	579	603	0	28	6	6	721	721	69.2	61.5	75	83.3
667.8	620	718	620	657	0	22	6	12	664	664	61.5	23.1	62.5	100
697.8	659	756	620	708	0	27	6	7	712	712	92.3	46.2	62.5	66.7
666.15	659	645	744	581	0	21	8	11	650	650	69.2	46.2	25	66.7
656.25	552	718	641	625	0	30	3	7	747	747	76.9	76.9	50	100
636.65	700	616	641	592	0	13	5	22	581	581	15.4	23.1	37.5	83.3
681.45	633	673	744	660	0	20	1	19	657	657	46.2	53.8	37.5	66.7
647.35	659	669	620	542	595	21	6	13	655	655	61.5	38.5	50	66.7
642.45	532	669	682	538	645	22	9	9	657	657	61.5	46.2	62.5	50
652.5	614	634	702	0	689	15	4	21	603	603	38.5	38.5	12.5	66.7
647.6	603	701	579	668	0	24	6	10	683	683	61.5	46.2	62.5	83.3
688.75	587	737	702	642	0	36	4	0	802	802	92.3	92.3	87.5	83.3
643.4	633	718	558	542	0	19	6	15	636	636	69.2	46.2	12.5	50
622.65	576	652	641	538	0	15	6	19	598	598	38.5	23.1	37.5	66.7
632.55	614	648	599	684	0	17	15	8	595	595	46.2	30.8	37.5	66.7
683.55	651	673	744	0	645	21	7	12	652	652	46.2	69.2	37.5	50
618.7	603	645	599	581	0	17	9	14	610	610	53.8	23.1	50	50
732.9	710	831	599	672	655	37	3	0	814	814	84.6	100	87.5	100
655.9	582	701	641	638	636	24	6	10	683	683	76.9	30.8	62.5	83.3
660.2	626	682	682	576	560	32	3	5	766	766	84.6	61.5	87.5	100
639.75	572	678	641	600	0	21	9	10	648	648	61.5	53.8	12.5	83.3
789.85	754	831	764	741	701	39	1	0	838	838	92.3	100	100	100
671.7	651	688	682	614	517	31	7	2	747	747	76.9	76.9	87.5	66.7
622.7	645	664	538	538	604	12	12	16	555	555	46.2	23.1	12.5	33.3
634.55	639	634	599	581	717	12	14	14	550	550	30.8	38.5	0	50
741.15	754	737	764	660	677	33	6	1	769	769	69.2	76.9	100	100
686.3	592	774	620	646	0	17	7	16	614	614	46.2	23.1	50	66.7
646.05	614	664	641	642	604	18	7	15	624	624	46.2	30.8	37.5	83.3
756.3	682	812	764	635	0	34	6	0	778	778	76.9	100	75	83.3
799.5	768	831	785	757	0	35	4	1	793	793	84.6	84.6	87.5	100
705.5	732	737	641	672	0	25	3	12	700	700	69.2	46.2	75	66.7
656.1	639	645	723	573	0	16	5	19	610	610	46.2	30.8	12.5	83.3
629.95	547	624	703	557	640	17	1	22	629	629	30.8	30.8	37.5	100
630.2	542	678	620	617	608	25	7	8	690	690	61.5	69.2	62.5	50
616.05	639	630	579	600	564	18	10	12	617	617	46.2	46.2	25	66.7
663.25	645	718	599	614	0	21	8	11	650	650	69.2	38.5	62.5	33.3
633.75	620	669	620	532	537	17	9	14	610	610	53.8	23.1	25	83.3
672.1	667	774	496	664	640	34	6	0	778	778	92.3	92.3	62.5	83.3
693.45	732	645	744	592	708	15	11	14	586	586	30.8	30.8	37.5	66.7
699.55	592	831	558	677	0	34	6	0	778	778	100	69.2	75	100
659.8	576	756	558	649	0	28	12	0	707	707	69.2	61.5	62.5	100
643.8	645	673	601	0	617	18	4	18	631	631	38.5	30.8	37.5	100
611.4	603	634	558	561	660	16	12	12	593	593	30.8	46.2	25	66.7
662.45	659	694	641	581	527	24	12	4	669	669	69.2	53.8	37.5	83.3
673.4	626	673	723	646	595	24	10	6	674	674	53.8	61.5	50	83.3
802.95	754	850	785	734	677	38	1	1	828	828	92.3	100	87.5	100
669.2	674	706	620	611	617	27	7	6	709	709	76.9	53.8	75	66.7
731.85	626	774	723	776	0	35	5	0	790	790	84.6	84.6	87.5	100
763.05	732	774	785	721	636	34	4	2	783	783	100	76.9	62.5	100
635.8	508	718	620	561	527	15	7	18	595	595	30.8	30.8	25	83.3
747.8	710	812	702	649	636	33	2	5	778	778	76.9	76.9	87.5	100
737.6	700	756	764	660	664	32	5	3	762	762	84.6	76.9	87.5	66.7
633.85	562	600	703	0	757	10	7	23	548	548	23.1	30.8	12.5	33.3
702.95	700	756	641	625	0	31	3	6	757	757	84.6	69.2	62.5	100
648.1	620	648	702	569	570	19	9	12	629	629	53.8	30.8	37.5	83.3
725.2	603	774	744	703	501	39	1	0	838	838	100	100	87.5	100
672.55	614	737	620	631	0	26	4	10	707	707	76.9	61.5	50	66.7
696.45	659	756	641	642	0	36	4	0	802	802	92.3	84.6	87.5	100
660.4	659	718	558	0	660	12	12	16	555	555	38.5	30.8	0	50
668.8	700	669	661	625	0	25	6	9	693	693	69.2	53.8	50	83.3
715.25	674	737	744	628	604	25	6	9	693	693	69.2	61.5	62.5	50
708.4	614	774	682	668	617	30	6	4	740	740	76.9	69.2	75	83.3
645	626	634	682	576	640	22	6	12	664	664	69.2	30.8	50	83.3
653.45	552	737	620	564	556	25	10	5	683	683	84.6	38.5	62.5	66.7
640.1	552	660	682	622	0	14	5	21	591	591	53.8	7.7	37.5	50
677.95	614	718	661	668	0	29	5	6	733	733	76.9	69.2	62.5	83.3
709.35	710	774	599	693	0	37	2	1	816	816	84.6	92.3	100	100
663.15	682	624	723	652	645	20	3	17	652	652	69.2	38.5	37.5	50
631.85	639	688	517	652	636	17	11	12	605	605	69.2	38.5	0	50
692.5	710	678	702	699	0	11	6	23	560	560	15.4	30.8	25	50
645.95	603	682	641	564	582	21	12	7	641	641	69.2	53.8	25	50
725.6	NA	NA	NA	NA	NA	31	3	6	757	757	84.6	61.5	87.5	83.3
674	620	694	702	622	0	23	4	13	679	679	76.9	38.5	37.5	83.3
625.85	572	600	723	607	0	15	8	17	593	593	46.2	23.1	25	66.7
678.15	597	774	579	657	0	34	6	0	778	778	92.3	76.9	75	100
673.7	659	660	702	660	694	27	10	3	702	702	76.9	69.2	50	66.7
690.3	620	812	538	664	0	29	5	6	733	733	76.9	53.8	75	100
670.85	NA	NA	NA	NA	NA	35	4	1	793	793	92.3	76.9	87.5	100
691.9	667	706	682	703	636	28	4	8	726	726	53.8	76.9	75	83.3
612.85	645	616	599	569	0	8	7	25	529	529	23.1	7.7	0	66.7
671.25	603	706	661	677	0	31	7	2	747	747	92.3	61.5	62.5	100
660.95	682	645	682	638	0	27	5	8	714	714	76.9	61.5	62.5	66.7
701.4	674	718	702	680	645	35	4	1	793	793	92.3	84.6	75	100
680.85	562	718	723	646	0	35	5	0	790	790	76.9	92.3	87.5	100
655.95	639	706	599	607	591	22	9	9	657	657	69.2	46.2	62.5	33.3
655.05	645	678	641	607	0	17	7	16	614	614	46.2	30.8	50	50
677.1	659	737	579	689	0	16	8	16	603	603	53.8	23.1	25	66.7
650.85	547	737	620	548	458	17	6	17	617	617	53.8	23.1	37.5	66.7
681.9	603	688	744	657	0	27	4	9	717	717	84.6	46.2	62.5	83.3
660.15	608	694	641	660	0	27	7	6	709	709	69.2	61.5	62.5	83.3
703.2	572	812	620	684	0	32	6	2	759	759	76.9	84.6	75	83.3
649.35	674	701	538	646	0	31	3	6	757	757	84.6	61.5	87.5	83.3
698.8	633	774	620	689	0	30	10	0	731	731	84.6	53.8	87.5	83.3
689.65	597	737	702	631	0	33	6	1	769	769	69.2	84.6	87.5	100
684.55	732	682	661	660	0	17	7	16	614	614	38.5	30.8	37.5	83.3
671.05	682	718	579	668	0	24	8	8	679	679	69.2	69.2	12.5	83.3
665.1	645	673	661	680	0	16	5	19	610	610	53.8	30.8	25	50
663.3	710	660	620	693	0	27	8	5	707	707	53.8	61.5	75	100
663.35	567	701	682	596	640	20	10	10	636	636	53.8	38.5	50	66.7
756	792	774	682	622	788	32	8	0	755	755	84.6	84.6	62.5	83.3
702.4	743	718	620	757	0	25	8	7	688	688	61.5	53.8	62.5	83.3
696.25	633	756	661	642	0	29	5	6	733	733	76.9	69.2	50	100
663.95	651	669	682	622	0	21	5	14	657	657	53.8	53.8	50	50
682	667	756	558	689	0	26	3	11	709	709	69.2	46.2	87.5	66.7
681.35	597	694	723	689	0	22	8	10	660	660	61.5	53.8	25	83.3
720.3	710	718	764	642	0	26	5	9	705	705	61.5	53.8	75	83.3
657.9	582	656	744	603	570	18	6	16	626	626	46.2	30.8	25	100
684.9	659	706	682	649	0	24	3	13	690	690	46.2	46.2	75	100
687.1	682	737	599	693	0	29	5	6	733	733	53.8	84.6	75	83.3
662.25	597	688	661	680	0	27	13	0	695	695	61.5	53.8	87.5	83.3
669.75	567	688	723	660	0	29	6	5	731	731	84.6	53.8	62.5	100
680.55	645	737	620	649	0	31	8	1	745	745	84.6	61.5	87.5	83.3
704.8	582	812	620	680	0	23	12	5	660	660	53.8	46.2	62.5	83.3
604.9	NA	NA	NA	NA	NA	9	13	18	524	524	15.4	7.7	37.5	50
603.65	NA	NA	NA	NA	NA	22	9	9	657	657	69.2	46.2	25	83.3
595.65	NA	NA	NA	NA	NA	19	16	5	612	612	61.5	30.8	37.5	66.7
688.15	651	701	702	607	670	23	4	13	679	679	61.5	38.5	62.5	83.3
682.9	691	688	682	646	0	26	8	6	698	698	69.2	46.2	75	83.3
665.95	651	737	558	646	527	32	6	2	759	759	100	53.8	75	100
617.7	547	669	579	625	591	22	10	8	655	655	61.5	46.2	62.5	50
690.05	639	774	599	642	0	32	5	3	762	762	69.2	76.9	87.5	100
680.1	NA	NA	NA	NA	NA	29	6	5	731	731	76.9	53.8	75	100
717.2	743	756	620	734	0	34	5	1	781	781	92.3	84.6	62.5	100
645.6	597	673	641	631	0	23	6	11	674	674	69.2	53.8	37.5	66.7
701.55	651	737	702	642	0	25	5	10	695	695	69.2	46.2	50	100
698.05	582	756	723	607	0	27	4	9	717	717	76.9	53.8	62.5	83.3
694.05	587	774	661	631	0	38	2	0	826	826	92.3	92.3	100	100
694.5	691	706	702	631	0	29	6	5	731	731	69.2	84.6	37.5	100
620.85	572	652	641	528	0	20	7	13	643	643	46.2	46.2	37.5	83.3
682.9	608	682	744	684	0	21	6	13	655	655	69.2	53.8	37.5	33.3
694.95	538	793	682	600	0	30	6	4	740	740	76.9	69.2	62.5	100
682.65	710	694	661	631	626	19	8	13	631	631	46.2	30.8	75	50
705.55	645	812	599	614	0	32	7	1	757	757	92.3	69.2	75	83.3
721.4	691	718	744	741	701	33	4	3	774	774	84.6	76.9	75	100
698.1	674	678	764	672	0	21	7	12	652	652	46.2	30.8	62.5	100
644	639	673	599	611	636	25	10	5	683	683	69.2	61.5	62.5	50
691.9	603	812	558	664	0	31	5	4	752	752	76.9	84.6	62.5	83.3
751.9	700	850	620	0	744	30	9	1	733	733	92.3	61.5	50	100
699.65	659	737	682	657	0	37	2	1	816	816	92.3	92.3	87.5	100
710.9	710	706	744	652	0	30	6	4	740	740	84.6	61.5	75	83.3
625	674	678	496	611	0	17	19	4	586	586	53.8	30.8	37.5	50
714.2	645	774	682	664	0	32	4	4	764	764	92.3	69.2	62.5	100
673.6	NA	NA	NA	NA	NA	23	7	10	671	671	69.2	30.8	75	66.7
665.95	552	718	661	672	0	30	7	3	738	738	76.9	76.9	50	100
699.9	710	694	702	646	701	22	6	12	664	664	38.5	46.2	75	83.3
705.3	659	737	661	766	0	35	5	0	790	790	100	92.3	62.5	83.3
708.55	667	737	702	680	630	32	8	0	755	755	84.6	76.9	62.5	100
623.15	633	645	558	668	600	21	11	8	643	643	46.2	46.2	62.5	66.7
672.05	674	673	702	589	0	25	9	6	686	686	53.8	76.9	37.5	83.3
666.65	582	673	744	614	582	29	2	9	740	740	84.6	61.5	75	66.7
638.85	614	637	682	589	0	18	9	13	619	619	46.2	30.8	50	66.7
671.65	626	718	641	631	0	25	9	6	686	686	61.5	61.5	50	83.3
668.2	710	669	641	0	649	18	7	15	624	624	53.8	30.8	25	83.3
639.3	620	706	538	631	0	18	8	14	622	622	53.8	23.1	62.5	50
643	645	630	682	512	600	13	8	19	574	574	38.5	15.4	25	66.7
636.45	562	678	641	573	587	19	11	10	624	624	46.2	38.5	37.5	83.3
653.45	620	682	661	573	495	32	7	1	757	757	100	69.2	75	66.7
634.7	524	660	702	561	574	17	8	15	612	612	53.8	30.8	25	66.7
698.35	614	718	723	0	717	17	9	14	610	610	53.8	46.2	12.5	50
649.25	603	737	538	625	591	22	5	13	667	667	69.2	38.5	50	66.7
729	768	706	744	680	717	34	2	4	788	788	76.9	84.6	87.5	100
656.65	639	637	682	607	717	17	10	13	607	607	46.2	30.8	37.5	66.7
647.4	721	688	538	0	591	23	5	12	676	676	69.2	46.2	25	100
695.75	700	678	723	699	0	25	5	10	695	695	69.2	38.5	75	83.3
681.4	651	694	682	684	0	32	6	2	759	759	84.6	69.2	87.5	83.3
694.45	633	831	496	699	0	27	9	4	705	705	84.6	53.8	50	83.3
674.3	682	630	744	684	0	19	6	15	636	636	69.2	46.2	12.5	50
768.85	700	812	785	672	660	30	5	5	743	743	92.3	61.5	62.5	83.3
664	667	660	682	631	0	17	4	19	622	622	46.2	46.2	25	50
655.2	633	660	702	561	0	22	5	13	667	667	53.8	61.5	12.5	100
713.5	633	774	702	631	0	26	7	7	700	700	61.5	53.8	75	83.3
623.2	659	634	580	611	0	14	10	16	579	579	15.4	30.8	37.5	83.3
634.1	651	634	620	0	636	11	10	19	550	550	23.1	30.8	12.5	50
620.7	626	652	558	611	626	19	7	14	633	633	53.8	46.2	37.5	50
696.05	659	701	744	628	0	25	5	10	695	695	69.2	53.8	50	83.3
629.65	592	678	579	614	0	21	10	9	645	645	38.5	46.2	50	100
659.2	682	630	702	638	0	17	9	14	610	610	30.8	38.5	75	33.3
677.45	562	756	641	646	645	32	5	3	762	762	76.9	84.6	75	83.3
672.6	597	645	805	617	617	15	8	17	593	593	46.2	23.1	25	66.7
662.8	620	701	641	631	0	21	10	9	645	645	53.8	53.8	50	50
639.75	557	627	764	552	0	17	4	19	622	622	53.8	30.8	25	66.7
652.8	633	701	579	660	0	30	5	5	743	743	84.6	69.2	87.5	50
719.75	639	793	682	646	0	22	5	13	667	667	61.5	38.5	37.5	100
622.5	645	694	476	622	0	22	8	10	660	660	53.8	53.8	37.5	83.3
645.6	552	706	620	625	600	26	3	11	709	709	69.2	46.2	62.5	100
716.85	620	812	641	672	0	30	6	4	740	740	76.9	61.5	75	100
726.8	710	718	744	0	757	32	6	2	759	759	84.6	76.9	62.5	100
649	626	640	702	603	0	20	6	14	645	645	38.5	53.8	37.5	83.3
634.55	572	694	601	576	0	31	5	4	752	752	92.3	76.9	50	83.3
620.6	547	660	620	592	0	24	12	4	669	669	61.5	46.2	62.5	83.3
681.35	667	718	641	646	0	18	5	17	629	629	46.2	38.5	25	83.3
613.95	626	620	599	548	600	15	2	23	607	607	46.2	23.1	37.5	50
651.35	659	648	641	677	0	18	6	16	626	626	46.2	30.8	37.5	83.3
709.25	732	701	744	614	0	22	3	15	671	671	76.9	30.8	37.5	83.3
684.4	633	718	682	642	0	23	6	11	674	674	61.5	53.8	37.5	83.3
665.2	597	656	744	646	591	23	10	7	664	664	76.9	46.2	37.5	66.7
637.4	667	590	702	0	630	15	5	20	600	600	38.5	38.5	25	50
640.85	639	701	538	631	0	27	5	8	714	714	69.2	38.5	87.5	100
685.6	651	688	702	703	0	27	7	6	709	709	69.2	53.8	62.5	100
697.35	691	718	661	708	0	24	5	11	686	686	61.5	46.2	62.5	83.3
712.2	768	694	702	708	0	27	11	2	700	700	69.2	69.2	50	83.3
661.9	651	660	702	592	537	16	6	18	607	607	30.8	23.1	75	50
565.05	NA	NA	NA	NA	NA	15	11	14	586	586	46.2	23.1	25	66.7
689.3	620	737	661	684	0	35	2	3	797	797	92.3	84.6	75	100
705	710	718	682	635	694	24	3	13	690	690	61.5	53.8	50	83.3
686.45	691	673	702	699	0	33	7	0	766	766	92.3	76.9	75	83.3
658.3	592	737	599	585	0	30	2	8	750	750	69.2	69.2	75	100
673.1	674	756	496	741	0	22	8	10	660	660	69.2	46.2	37.5	66.7
677.95	614	756	599	652	0	32	7	1	757	757	76.9	69.2	87.5	100
675.9	614	706	682	649	0	23	9	8	667	667	61.5	53.8	62.5	50
647.05	667	664	579	0	701	23	3	14	681	681	61.5	46.2	50	83.3
755.05	776	737	764	741	772	33	3	4	776	776	69.2	92.3	75	100
669.45	721	660	641	680	0	24	4	12	688	688	69.2	30.8	87.5	66.7
651.55	633	634	723	589	0	12	8	20	565	565	23.1	30.8	25	50
647.65	614	694	599	628	0	22	9	9	657	657	53.8	30.8	75	83.3
666.5	659	669	641	734	613	13	7	20	576	576	38.5	23.1	12.5	66.7
661.3	651	660	682	561	636	20	5	15	648	648	61.5	38.5	37.5	66.7
589.55	542	561	682	523	582	7	8	25	517	517	0	15.4	25	50
624.55	562	603	744	548	541	13	9	18	572	572	46.2	30.8	25	16.7
616.65	614	640	599	561	560	14	11	15	576	576	30.8	30.8	37.5	50
667.9	597	673	723	600	649	26	9	5	695	695	61.5	69.2	50	83.3
644.7	538	737	599	557	0	32	6	2	759	759	61.5	92.3	87.5	83.3
616.5	608	630	620	542	564	13	8	19	574	574	46.2	30.8	12.5	33.3
561.25	NA	NA	NA	NA	NA	6	9	25	505	505	7.7	7.7	12.5	50
673.7	633	652	744	677	0	21	6	13	655	655	61.5	53.8	50	33.3
697	582	774	662	668	0	36	2	2	807	807	84.6	92.3	100	83.3
656.85	620	637	682	569	757	14	7	19	586	586	46.2	23.1	25	50
810.4	792	831	785	818	701	37	3	0	814	814	92.3	92.3	87.5	100
657.4	659	630	744	561	0	25	2	13	702	702	76.9	61.5	25	83.3
686.15	633	706	723	611	0	26	9	5	695	695	76.9	53.8	62.5	66.7
733.35	784	694	785	680	0	21	12	7	641	641	61.5	53.8	12.5	83.3
721.85	667	737	744	708	0	22	5	13	667	667	53.8	38.5	50	100
684.95	674	756	579	652	0	33	6	1	769	769	84.6	92.3	50	100
657.5	592	678	702	585	537	17	8	15	612	612	61.5	23.1	12.5	83.3
653.55	667	603	744	628	0	14	11	15	576	576	30.8	38.5	25	50
743.85	659	774	805	625	541	29	6	5	731	731	76.9	69.2	62.5	83.3
681.2	597	737	661	649	0	27	6	7	712	712	53.8	69.2	87.5	66.7
618.6	597	561	723	552	660	8	7	25	529	529	30.8	15.4	12.5	16.7
685.5	614	694	702	749	0	35	3	2	795	795	92.3	76.9	87.5	100
725.45	582	831	682	646	0	28	7	5	719	719	69.2	61.5	62.5	100
721.9	710	774	620	766	0	26	3	11	709	709	69.2	53.8	87.5	50
650.2	674	656	620	652	0	20	5	15	648	648	61.5	30.8	50	66.7
625.3	667	630	558	0	689	8	16	16	508	508	15.4	23.1	25	16.7
659.9	603	682	702	569	488	18	9	13	619	619	38.5	46.2	37.5	66.7
651.15	639	603	744	0	660	9	5	26	543	543	15.4	38.5	12.5	16.7
702.6	710	718	682	603	670	27	6	7	712	712	69.2	38.5	87.5	100
677.75	700	718	599	649	636	31	4	5	755	755	84.6	69.2	75	83.3
753.05	732	850	661	589	551	32	3	5	766	766	76.9	76.9	75	100
657.8	768	590	682	569	682	12	7	21	567	567	23.1	30.8	25	50
673.7	659	652	744	625	0	21	6	13	655	655	46.2	38.5	50	100
734.45	743	756	723	596	649	30	4	6	745	745	84.6	61.5	75	83.3
636.15	614	634	661	628	595	17	6	17	617	617	46.2	30.8	50	50
622.25	667	660	517	0	626	26	2	12	712	712	84.6	38.5	62.5	83.3
663.1	700	640	682	646	630	18	8	14	622	622	53.8	38.5	12.5	83.3
674.25	754	694	579	664	0	26	5	9	705	705	76.9	76.9	25	66.7
664.65	700	688	579	703	670	23	4	13	679	679	53.8	46.2	62.5	83.3
697.55	651	774	599	693	0	30	6	4	740	740	84.6	76.9	62.5	66.7
697.35	721	701	702	622	564	23	6	11	674	674	92.3	53.8	37.5	16.7
663.3	682	648	682	614	0	22	8	10	660	660	46.2	46.2	62.5	83.3
662.05	639	706	599	668	0	19	8	13	631	631	38.5	38.5	50	83.3
