PSU	LC	Mate	NEM 	OC	OH	Buenas	Malas	Omitidas	Nota	Calculo	 R1 	R2 	R3 	R4 
742.3	667	812	702	680	0	37	3	0	814	814	100	92.3	87.5	83.3
713.45	667	774	641	715	0	32	5	3	762	762	84.6	69.2	75	100
683.8	633	688	702	721	0	30	8	2	736	736	92.3	53.8	75	83.3
685.35	582	756	661	635	512	34	4	2	783	783	76.9	92.3	75	100
681.9	645	737	599	715	0	29	7	4	728	728	84.6	69.2	50	83.3
683.65	639	701	702	649	0	26	8	6	698	698	69.2	46.2	62.5	100
696.6	651	774	620	631	0	23	10	7	664	664	61.5	53.8	62.5	50
687.45	659	706	661	727	0	20	9	11	638	638	61.5	46.2	37.5	50
719.3	682	756	702	672	608	28	10	2	712	712	84.6	61.5	50	83.3
678.8	691	701	641	649	0	34	6	0	778	778	92.3	76.9	75	100
687.2	732	664	682	715	0	29	8	3	726	726	84.6	61.5	75	66.7
740.3	620	812	744	649	0	29	8	3	726	726	76.9	69.2	75	66.7
711.7	700	774	620	684	0	30	7	3	738	738	92.3	46.2	87.5	83.3
702.35	682	737	682	638	0	27	9	4	705	705	69.2	53.8	62.5	100
698.6	682	673	785	631	630	20	8	12	641	641	53.8	38.5	50	66.7
713.5	674	756	682	680	0	34	5	1	781	781	84.6	84.6	75	100
717.65	674	774	661	693	0	31	9	0	743	743	84.6	69.2	75	83.3
717.35	659	756	723	646	0	25	6	9	693	693	69.2	38.5	62.5	100
701.15	633	756	641	741	0	28	8	4	717	717	76.9	61.5	62.5	83.3
691.85	776	737	558	652	655	23	10	7	664	664	53.8	69.2	37.5	66.7
720.4	645	756	744	652	0	32	5	3	762	762	92.3	61.5	87.5	83.3
686.95	592	774	641	600	582	33	6	1	769	769	84.6	84.6	62.5	100
622.7	633	652	538	600	682	18	8	14	622	622	53.8	38.5	37.5	50
707.65	659	812	579	657	640	32	5	3	762	762	76.9	76.9	75	100
623.25	557	656	641	564	0	16	9	15	600	600	53.8	30.8	12.5	66.7
676.8	572	688	744	668	0	23	9	8	667	667	61.5	61.5	37.5	66.7
688.5	674	660	764	657	604	18	8	14	622	622	53.8	38.5	37.5	50
691.2	700	694	682	684	677	25	7	8	690	690	76.9	46.2	75	50
659.05	674	737	538	581	0	31	7	2	747	747	76.9	76.9	87.5	66.7
676.9	633	737	599	649	689	22	15	3	643	643	46.2	61.5	50	66.7
661.55	597	673	702	638	0	18	10	12	617	617	61.5	15.4	37.5	83.3
692.65	562	737	744	564	626	26	8	6	698	698	69.2	61.5	75	50
669.8	682	682	620	715	0	25	7	8	690	690	61.5	61.5	62.5	66.7
679.25	633	737	620	660	0	27	2	11	721	721	76.9	69.2	37.5	83.3
692.65	639	774	599	668	0	36	1	3	809	809	84.6	84.6	100	100
674.8	651	756	558	649	0	29	5	6	733	733	76.9	69.2	50	100
664.05	620	688	661	652	587	28	5	7	724	724	76.9	53.8	62.5	100
679.1	NA	NA	NA	NA	NA	28	6	6	721	721	84.6	53.8	75	66.7
686.1	710	737	579	677	0	28	5	7	724	724	69.2	53.8	75	100
671.35	633	737	620	581	556	26	7	7	700	700	84.6	46.2	50	83.3
656.3	639	669	661	622	587	26	3	11	709	709	53.8	46.2	87.5	100
686.45	651	701	682	703	0	30	4	6	745	745	100	61.5	87.5	33.3
660.2	651	652	702	611	0	23	7	10	671	671	61.5	53.8	50	66.7
675.85	645	706	641	689	0	31	6	3	750	750	84.6	92.3	50	66.7
707.75	674	737	682	708	0	31	4	5	755	755	76.9	84.6	62.5	83.3
676.95	674	706	641	642	556	23	3	14	681	681	46.2	46.2	75	83.3
730.3	768	756	682	660	645	29	8	3	726	726	84.6	53.8	75	83.3
676.4	639	756	558	0	689	32	6	2	759	759	84.6	76.9	75	83.3
674.95	626	718	641	664	0	29	7	4	728	728	76.9	69.2	62.5	83.3
717.15	682	774	661	672	0	30	2	8	750	750	84.6	69.2	62.5	83.3
667.25	597	701	702	569	0	27	5	8	714	714	69.2	61.5	62.5	83.3
675.85	547	701	764	600	587	26	5	9	705	705	61.5	61.5	75	66.7
661.35	659	678	661	592	0	25	7	8	690	690	61.5	76.9	25	83.3
670.25	645	701	620	708	0	37	3	0	814	814	100	92.3	75	100
665.4	614	656	744	614	608	14	2	24	598	598	53.8	15.4	25	50
663.05	620	706	641	611	0	16	5	19	610	610	38.5	30.8	25	83.3
700.35	659	737	682	664	0	27	4	9	717	717	61.5	76.9	62.5	66.7
664.3	620	718	620	622	0	31	5	4	752	752	92.3	61.5	62.5	100
698	682	756	620	664	0	35	2	3	797	797	84.6	92.3	75	100
700.4	721	774	538	734	0	24	5	11	686	686	53.8	53.8	62.5	83.3
658.05	603	688	661	614	626	21	5	14	657	657	53.8	38.5	62.5	66.7
667.55	633	664	723	614	537	14	11	15	576	576	23.1	38.5	37.5	50
718.7	768	718	682	715	0	31	6	3	750	750	76.9	69.2	75	100
639.45	645	630	661	589	617	17	12	11	603	603	46.2	30.8	37.5	66.7
700.95	651	694	785	622	591	30	5	5	743	743	76.9	76.9	62.5	83.3
674.8	674	694	620	727	0	27	2	11	721	721	61.5	61.5	75	83.3
709.6	639	812	620	614	0	25	7	8	690	690	76.9	53.8	50	66.7
660.75	620	718	579	689	689	34	2	4	788	788	76.9	92.3	75	100
653.75	552	718	641	600	0	35	3	2	795	795	84.6	84.6	87.5	100
698.05	710	718	661	652	677	28	7	5	719	719	84.6	61.5	50	83.3
730.35	784	701	744	721	0	29	8	3	726	726	69.2	61.5	75	100
656.65	620	682	641	607	655	17	13	10	600	600	46.2	38.5	50	33.3
649.35	572	737	599	561	0	22	7	11	662	662	69.2	30.8	37.5	100
661.3	645	648	702	652	0	22	7	11	662	662	53.8	53.8	50	66.7
675.95	682	624	785	625	0	16	6	18	607	607	23.1	38.5	50	66.7
663.85	576	706	661	657	0	26	5	9	705	705	69.2	61.5	75	50
699	639	718	682	776	0	25	3	12	700	700	61.5	61.5	62.5	66.7
686.65	667	718	661	649	0	36	3	1	804	804	92.3	84.6	87.5	100
693.45	639	706	723	672	0	29	9	2	724	724	92.3	61.5	62.5	66.7
689.8	620	718	702	672	0	23	13	4	657	657	69.2	61.5	37.5	50
762.9	743	812	702	734	0	35	5	0	790	790	84.6	92.3	75	100
654.6	659	718	538	652	0	29	6	5	731	731	92.3	61.5	62.5	66.7
712.35	710	701	744	689	0	28	5	7	724	724	84.6	61.5	37.5	100
686	710	701	599	625	788	23	5	12	676	676	76.9	38.5	37.5	83.3
698.75	700	737	620	721	0	33	6	1	769	769	84.6	69.2	87.5	100
690.65	603	756	661	646	0	27	11	2	700	700	76.9	76.9	50	50
742.9	754	737	723	797	0	31	9	0	743	743	84.6	76.9	62.5	83.3
670.85	674	737	558	649	0	23	9	8	667	667	53.8	53.8	50	83.3
715.55	700	737	702	684	0	23	4	13	679	679	61.5	53.8	50	66.7
700	626	812	558	699	582	34	6	0	778	778	69.2	92.3	87.5	100
700.45	645	737	682	693	0	25	6	9	693	693	69.2	61.5	25	100
698.75	633	774	599	741	0	32	4	4	764	764	61.5	92.3	87.5	83.3
701.45	645	737	682	703	582	28	6	6	721	721	69.2	46.2	87.5	100
715.65	784	756	599	689	0	35	5	0	790	790	100	76.9	75	100
700.9	667	774	620	642	0	34	6	0	778	778	92.3	84.6	87.5	66.7
708.35	674	701	744	721	0	28	4	8	726	726	84.6	61.5	62.5	66.7
712.4	743	678	764	611	677	20	8	12	641	641	61.5	30.8	50	66.7
677.55	721	678	641	680	0	20	13	7	629	629	46.2	38.5	62.5	66.7
658.85	639	706	599	625	636	20	6	14	645	645	46.2	38.5	50	83.3
659.5	667	682	620	642	0	22	5	13	667	667	69.2	38.5	62.5	50
677.1	633	756	558	708	0	28	5	7	724	724	84.6	38.5	87.5	83.3
671.5	633	718	620	668	0	26	10	4	693	693	69.2	76.9	50	50
688.2	633	718	682	680	0	22	8	10	660	660	61.5	23.1	75	83.3
674.4	597	737	641	631	0	27	4	9	717	717	92.3	46.2	50	83.3
680.3	633	737	621	668	0	34	5	1	781	781	92.3	84.6	62.5	100
621.85	NA	NA	NA	NA	NA	10	10	20	541	541	15.4	23.1	25	50
595.4	NA	NA	NA	NA	NA	20	12	8	631	631	69.2	23.1	37.5	83.3
559.6	NA	NA	NA	NA	NA	15	9	16	591	591	23.1	38.5	25	83.3
621.85	NA	NA	NA	NA	NA	15	9	16	591	591	23.1	30.8	37.5	83.3
664.9	732	688	538	0	744	18	8	14	622	622	46.2	23.1	37.5	100
667.95	592	640	805	603	0	16	16	8	584	584	38.5	46.2	50	16.7
660.15	626	652	723	548	608	29	6	5	731	731	69.2	53.8	100	83.3
668.65	659	706	599	0	694	30	5	5	743	743	69.2	76.9	75	83.3
655.2	587	678	682	0	622	22	10	8	655	655	76.9	23.1	62.5	66.7
663.55	608	656	723	660	0	23	4	13	679	679	61.5	30.8	75	83.3
684.15	639	718	661	680	0	27	10	3	702	702	69.2	76.9	50	66.7
583.75	603	580	579	0	574	15	16	9	574	574	30.8	30.8	50	50
604.8	608	640	558	557	0	15	6	19	598	598	38.5	38.5	12.5	66.7
696.15	691	682	723	703	0	28	10	2	712	712	76.9	69.2	62.5	66.7
697.45	639	774	579	766	0	34	6	0	778	778	92.3	69.2	87.5	100
729.25	710	737	764	646	608	29	4	7	736	736	69.2	61.5	75	100
655.4	645	627	723	635	617	21	12	7	641	641	61.5	30.8	62.5	66.7
665.25	645	688	641	0	664	33	4	3	774	774	92.3	76.9	62.5	100
679.65	732	706	579	0	708	21	8	11	650	650	61.5	23.1	75	66.7
672.35	659	701	620	0	701	26	7	7	700	700	76.9	61.5	37.5	83.3
677.6	651	737	599	660	0	29	9	2	724	724	84.6	69.2	37.5	100
667.85	721	627	702	0	660	13	11	16	567	567	15.4	53.8	37.5	16.7
705.5	667	812	558	672	0	35	4	1	793	793	69.2	92.3	100	100
708.6	743	718	682	664	0	30	6	4	740	740	76.9	69.2	75	83.3
683.2	614	756	620	652	0	35	4	1	793	793	100	84.6	75	83.3
689.95	667	737	620	699	0	36	3	1	804	804	84.6	100	75	100
630.2	592	580	784	548	0	14	6	20	588	588	53.8	23.1	25	33.3
649.9	674	637	641	564	682	16	14	10	588	588	61.5	23.1	25	50
638.15	455	756	579	622	0	35	5	0	790	790	92.3	76.9	87.5	100
633.6	592	694	538	684	0	25	6	9	693	693	84.6	46.2	25	100
712.1	710	718	702	715	0	35	5	0	790	790	84.6	92.3	75	100
722	620	812	620	776	0	29	9	2	724	724	69.2	76.9	50	100
697.3	587	718	744	708	0	32	7	1	757	757	61.5	84.6	87.5	100
683.6	700	664	702	693	0	30	7	3	738	738	100	38.5	75	100
668.6	710	669	661	603	537	15	10	15	588	588	38.5	30.8	25	66.7
711.25	732	694	743	668	0	20	7	13	643	643	38.5	38.5	62.5	83.3
678.85	732	688	661	576	521	28	9	3	714	714	69.2	61.5	75	83.3
694.75	710	669	744	657	0	31	5	4	752	752	84.6	69.2	62.5	100
679.2	608	737	641	657	0	27	7	6	709	709	69.2	38.5	87.5	100
705.85	651	678	805	693	0	30	6	4	740	740	76.9	69.2	75	83.3
665.85	667	688	641	542	626	14	12	14	574	574	30.8	38.5	37.5	33.3
709.05	603	812	641	628	0	31	7	2	747	747	69.2	92.3	62.5	83.3
668.25	710	673	620	684	0	20	9	11	638	638	46.2	46.2	37.5	83.3
698.65	659	756	641	664	0	30	8	2	736	736	76.9	69.2	62.5	100
690.6	743	706	620	693	0	26	6	8	702	702	69.2	46.2	75	83.3
688.35	608	774	641	561	582	27	4	9	717	717	69.2	69.2	50	83.3
726.55	626	756	785	603	649	28	8	4	717	717	69.2	53.8	75	100
714.8	645	737	723	734	0	32	5	3	762	762	92.3	61.5	75	100
679.2	626	664	764	642	604	28	9	3	714	714	69.2	61.5	62.5	100
710.5	710	718	702	699	0	25	11	4	681	681	61.5	69.2	50	66.7
687.45	651	673	744	684	0	22	9	9	657	657	46.2	46.2	50	100
695.2	633	756	620	734	0	34	6	0	778	778	92.3	92.3	62.5	83.3
657.6	633	645	723	569	600	13	8	19	574	574	23.1	30.8	37.5	50
670.3	597	694	702	631	0	21	6	13	655	655	46.2	46.2	62.5	66.7
751.1	721	812	702	660	0	30	6	4	740	740	84.6	53.8	75	100
678.75	667	706	641	703	655	33	5	2	771	771	92.3	84.6	62.5	83.3
682.95	651	756	599	628	556	38	2	0	826	826	100	92.3	87.5	100
688	626	812	496	734	0	23	14	3	655	655	84.6	46.2	37.5	50
669.2	651	669	661	727	689	31	4	5	755	755	76.9	69.2	75	100
666.95	592	718	641	652	0	26	11	3	690	690	76.9	53.8	50	83.3
670.15	603	688	723	592	0	28	5	7	724	724	76.9	53.8	75	83.3
662.6	592	682	682	668	442	24	6	10	683	683	61.5	61.5	62.5	50
656.6	721	609	723	576	0	19	8	13	631	631	46.2	53.8	25	66.7
766.75	667	831	764	684	0	38	2	0	826	826	100	92.3	87.5	100
714.15	651	793	620	721	0	22	5	13	667	667	61.5	30.8	50	100
625.15	620	620	661	569	0	15	11	14	586	586	53.8	30.8	12.5	50
673.7	651	701	661	628	587	27	9	4	705	705	84.6	61.5	50	66.7
647.85	542	656	723	635	0	28	4	8	726	726	76.9	53.8	75	83.3
629.7	608	682	558	617	517	18	8	14	622	622	38.5	38.5	50	66.7
713.15	603	774	723	635	0	28	8	4	717	717	92.3	53.8	62.5	66.7
683.2	700	688	682	631	574	19	7	14	633	633	53.8	23.1	62.5	66.7
593.45	NA	NA	NA	NA	NA	13	16	11	555	555	38.5	23.1	25	50
639.2	552	669	661	625	560	25	4	11	698	698	76.9	61.5	50	50
742.4	792	718	764	699	0	34	3	3	785	785	84.6	76.9	87.5	100
670.55	572	774	579	631	0	30	5	5	743	743	84.6	69.2	50	100
698.4	682	688	764	614	0	31	2	7	759	759	76.9	69.2	87.5	83.3
728	743	688	764	668	788	29	5	6	733	733	76.9	61.5	75	83.3
649.9	674	627	661	0	677	14	3	23	595	595	46.2	15.4	25	66.7
648.5	587	660	682	552	636	14	11	15	576	576	38.5	30.8	12.5	66.7
645.85	721	688	517	628	0	26	9	5	695	695	53.8	53.8	100	66.7
655.05	682	669	620	0	626	25	5	10	695	695	53.8	53.8	75	83.3
682.65	633	718	661	677	0	32	2	6	769	769	69.2	76.9	100	83.3
681.9	682	660	744	625	0	20	3	17	652	652	38.5	38.5	50	100
654.4	547	774	538	622	0	36	3	1	804	804	92.3	84.6	100	83.3
634.55	603	656	641	585	0	16	5	19	610	610	30.8	7.7	62.5	100
656.65	674	660	641	646	578	16	5	19	610	610	23.1	53.8	25	66.7
650.45	538	688	661	680	517	21	3	16	662	662	53.8	46.2	37.5	83.3
616.05	562	624	661	576	0	14	4	22	593	593	46.2	30.8	25	33.3
642.2	608	648	682	585	0	14	14	12	569	569	30.8	46.2	12.5	50
734.85	732	774	661	749	0	25	5	10	695	695	69.2	61.5	37.5	83.3
679.45	639	756	599	548	617	23	8	9	669	669	69.2	23.1	62.5	100
790.25	776	812	805	684	0	37	3	0	814	814	100	92.3	75	100
639.35	620	660	641	581	0	19	9	12	629	629	46.2	46.2	37.5	66.7
674.45	667	694	661	635	574	37	3	0	814	814	92.3	100	87.5	83.3
749.25	776	812	641	684	0	24	6	10	683	683	84.6	38.5	50	66.7
691.75	603	756	661	657	0	26	7	7	700	700	61.5	76.9	50	66.7
695.2	682	718	682	652	0	25	5	10	695	695	53.8	61.5	75	66.7
709.3	639	756	682	708	708	31	6	3	750	750	84.6	76.9	62.5	83.3
670.1	710	682	582	564	757	24	7	9	681	681	53.8	53.8	50	100
685.25	603	701	764	581	582	30	5	5	743	743	84.6	76.9	50	83.3
688.25	582	718	723	680	0	27	6	7	712	712	61.5	53.8	75	100
725.5	721	737	723	689	0	32	6	2	759	759	84.6	69.2	75	100
712.6	633	756	702	703	0	26	11	3	690	690	69.2	53.8	50	100
648.95	582	756	517	631	0	30	5	5	743	743	92.3	61.5	50	100
685.55	667	656	805	557	541	18	13	9	610	610	69.2	38.5	12.5	50
614.35	608	640	579	581	600	16	4	20	612	612	46.2	30.8	25	66.7
637.8	620	664	620	600	527	14	8	18	584	584	30.8	23.1	37.5	66.7
621.15	552	664	599	622	0	16	4	20	612	612	23.1	46.2	50	50
632.4	514	656	702	589	0	6	6	28	512	512	0	15.4	37.5	16.7
748.65	682	774	785	677	649	35	5	0	790	790	100	84.6	75	83.3
635.4	603	673	599	0	622	16	5	19	610	610	46.2	30.8	25	66.7
721.35	674	737	744	689	608	35	5	0	790	790	92.3	92.3	75	83.3
659.85	576	669	744	576	0	20	3	17	652	652	46.2	46.2	50	66.7
699.8	682	701	723	672	617	20	6	14	645	645	46.2	30.8	62.5	83.3
740.1	674	774	764	660	0	31	7	2	747	747	84.6	84.6	62.5	66.7
637.8	651	583	723	469	645	10	7	23	548	548	30.8	30.8	25	0
650.6	620	673	661	585	547	13	3	24	586	586	30.8	38.5	25	33.3
726.85	674	718	785	727	0	29	7	4	728	728	69.2	61.5	75	100
639.5	639	694	538	649	0	26	6	8	702	702	84.6	61.5	37.5	66.7
675.65	542	756	641	668	0	30	3	7	747	747	76.9	53.8	87.5	100
676.95	682	624	805	585	560	14	10	16	579	579	38.5	30.8	25	50
688.7	721	634	764	635	682	16	10	14	598	598	53.8	30.8	12.5	66.7
688	667	678	744	635	0	21	6	13	655	655	53.8	46.2	50	66.7
656.25	614	688	599	741	655	30	6	4	740	740	76.9	69.2	75	83.3
644.35	639	656	641	611	0	21	11	8	643	643	61.5	30.8	50	83.3
622.6	582	620	662	0	617	16	9	15	600	600	23.1	30.8	37.5	100
651.25	659	682	599	628	608	26	10	4	693	693	69.2	69.2	37.5	83.3
735.45	682	812	661	684	0	29	6	5	731	731	92.3	61.5	75	50
639.85	547	640	723	617	587	18	8	14	622	622	46.2	23.1	62.5	66.7
625.25	498	678	641	603	0	18	8	14	622	622	53.8	46.2	25	50
752.3	732	756	744	797	0	36	4	0	802	802	84.6	100	87.5	83.3
726.5	614	812	702	628	0	33	4	3	774	774	92.3	76.9	62.5	100
675.55	682	673	702	576	608	27	6	7	712	712	76.9	53.8	62.5	83.3
633.45	651	669	538	677	0	27	3	10	719	719	53.8	61.5	75	100
651.3	614	648	702	614	0	14	5	21	591	591	46.2	7.7	37.5	66.7
640.25	645	669	620	552	0	17	6	17	617	617	46.2	38.5	37.5	50
703.85	659	737	702	649	0	31	2	7	759	759	69.2	69.2	87.5	100
790.95	768	812	785	757	744	36	3	1	804	804	92.3	84.6	87.5	100
628.95	552	593	764	607	0	18	9	13	619	619	61.5	38.5	37.5	33.3
613.65	547	624	661	564	582	14	11	15	576	576	30.8	7.7	50	83.3
669.35	682	688	641	631	0	23	9	8	667	667	76.9	38.5	50	66.7
643.35	592	669	620	528	689	21	10	9	645	645	46.2	53.8	50	66.7
689.25	645	756	599	703	0	30	4	6	745	745	76.9	61.5	87.5	83.3
643	603	669	641	611	0	19	11	10	624	624	53.8	30.8	37.5	83.3
772.05	682	831	744	757	0	27	8	5	707	707	76.9	61.5	50	83.3
650.4	626	701	599	600	0	19	11	10	624	624	61.5	46.2	25	50
672.7	633	652	764	617	0	24	7	9	681	681	84.6	46.2	37.5	66.7
675.65	645	669	744	596	0	27	8	5	707	707	76.9	53.8	62.5	83.3
665.75	608	756	579	592	0	22	4	14	669	669	38.5	46.2	75	83.3
680.05	700	673	702	617	587	15	8	17	593	593	38.5	23.1	25	83.3
691.1	633	669	805	622	591	20	3	17	652	652	69.2	30.8	37.5	66.7
674.45	639	701	682	607	0	31	8	1	745	745	76.9	84.6	62.5	83.3
729.85	682	737	764	672	708	29	6	5	731	731	76.9	61.5	62.5	100
722.6	743	706	744	703	649	22	7	11	662	662	69.2	61.5	12.5	66.7
799.6	792	850	744	677	727	40	0	0	850	850	100	100	100	100
660.6	592	640	744	561	682	20	6	14	645	645	69.2	30.8	37.5	66.7
753.7	710	812	702	708	0	36	2	2	807	807	76.9	100	87.5	100
699.4	710	756	620	622	556	36	4	0	802	802	76.9	92.3	100	100
653.05	667	694	599	576	0	17	9	14	610	610	46.2	30.8	37.5	66.7
754.25	732	756	805	664	0	24	5	11	686	686	69.2	53.8	37.5	83.3
646.3	582	673	641	668	0	19	7	14	633	633	61.5	30.8	50	50
655.8	626	660	702	581	0	23	16	1	650	650	69.2	53.8	50	50
617.25	587	630	641	561	0	10	11	19	538	538	23.1	15.4	25	50
681.8	667	701	661	677	0	21	9	10	648	648	53.8	38.5	62.5	66.7
786.95	801	831	744	668	0	34	3	3	785	785	92.3	76.9	75	100
702.7	608	774	702	573	560	30	2	8	750	750	76.9	53.8	87.5	100
670.3	721	718	558	635	0	22	6	12	664	664	53.8	46.2	50	83.3
621.65	538	640	661	0	608	15	5	20	600	600	38.5	15.4	37.5	83.3
658.2	562	673	723	622	0	17	5	18	619	619	61.5	15.4	50	50
729.95	587	812	723	664	0	35	4	1	793	793	84.6	84.6	87.5	100
641.35	682	664	579	614	0	25	7	8	690	690	61.5	38.5	75	100
711.3	576	756	744	699	556	28	2	10	731	731	76.9	61.5	62.5	83.3
643.4	700	637	599	0	670	10	7	23	548	548	15.4	23.1	12.5	66.7
707.3	639	756	702	638	0	28	9	3	714	714	61.5	69.2	75	83.3
643.85	514	706	661	581	0	25	8	7	688	688	76.9	46.2	37.5	100
684.25	645	694	723	552	622	22	3	15	671	671	53.8	46.2	50	83.3
615.5	633	640	558	614	0	15	7	18	595	595	30.8	23.1	37.5	83.3
660	626	648	702	677	0	20	8	12	641	641	53.8	30.8	62.5	66.7
720.8	659	774	702	652	0	22	11	7	652	652	53.8	69.2	25	66.7
631.1	552	640	682	622	0	16	15	9	586	586	53.8	38.5	37.5	16.7
693.35	710	706	661	684	0	27	2	11	721	721	69.2	69.2	50	83.3
645.25	659	678	579	600	636	19	6	15	636	636	53.8	46.2	25	66.7
643.2	562	630	744	557	613	14	7	19	586	586	38.5	30.8	37.5	33.3
679.95	626	694	723	617	613	17	5	18	619	619	53.8	30.8	37.5	50
721.9	754	701	723	749	670	31	5	4	752	752	69.2	76.9	87.5	83.3
663	587	774	538	628	0	23	3	14	681	681	69.2	38.5	50	83.3
638.85	597	678	599	646	0	27	8	5	707	707	76.9	53.8	62.5	83.3
647.8	603	682	662	548	0	16	8	16	603	603	23.1	23.1	50	100
684.55	587	756	661	617	617	31	6	3	750	750	84.6	84.6	75	50
654.05	651	718	517	715	0	22	7	11	662	662	61.5	38.5	62.5	66.7
654.9	620	648	702	638	0	17	9	14	610	610	53.8	38.5	25	50
670.15	582	774	579	607	0	34	4	2	783	783	76.9	84.6	87.5	100
677	567	688	744	680	595	24	7	9	681	681	61.5	53.8	62.5	66.7
634.95	754	637	538	561	630	8	6	26	531	531	23.1	15.4	0	50
675.85	576	688	723	703	0	30	4	6	745	745	84.6	69.2	62.5	83.3
699.9	NA	NA	NA	NA	NA	31	5	4	752	752	92.3	61.5	87.5	66.7
675.65	732	664	661	652	570	20	7	13	643	643	69.2	30.8	50	50
660.4	576	682	702	628	626	23	10	7	664	664	61.5	53.8	37.5	83.3
639.35	576	613	764	573	570	16	5	19	610	610	53.8	38.5	25	33.3
675.95	639	701	682	622	0	26	3	11	709	709	84.6	46.2	50	83.3
784.4	NA	NA	NA	NA	NA	38	2	0	826	826	100	84.6	100	100
694.55	667	688	723	708	0	18	5	17	629	629	53.8	30.8	50	50
635.55	592	701	558	622	547	16	11	13	595	595	46.2	38.5	25	50
713.15	691	774	641	664	0	27	6	7	712	712	84.6	69.2	50	50
664.15	633	652	703	684	0	23	3	14	681	681	38.5	61.5	50	100
616.3	576	673	599	485	0	27	6	7	712	712	76.9	61.5	37.5	100
668.15	645	627	764	660	0	15	4	21	603	603	46.2	23.1	12.5	83.3
697.9	633	812	558	441	664	31	5	4	752	752	92.3	53.8	75	100
678.8	592	756	620	652	0	24	10	6	674	674	46.2	61.5	75	66.7
663.85	682	634	723	614	0	14	8	18	584	584	38.5	23.1	37.5	50
627.2	597	673	599	552	0	25	11	4	681	681	61.5	76.9	37.5	66.7
727.4	614	774	744	703	645	31	5	4	752	752	69.2	84.6	87.5	66.7
617.05	468	694	599	614	450	25	7	8	690	690	69.2	53.8	50	83.3
693.95	651	673	764	699	0	28	5	7	724	724	76.9	76.9	50	66.7
641	567	620	764	576	551	13	10	17	569	569	38.5	15.4	25	66.7
662.55	691	737	538	569	582	26	8	6	698	698	76.9	53.8	50	83.3
693.8	732	756	558	677	0	22	7	11	662	662	46.2	53.8	50	83.3
662.85	700	706	579	600	604	21	7	12	652	652	53.8	30.8	75	66.7
675.65	732	660	661	622	670	15	9	16	591	591	30.8	23.1	37.5	83.3
676.75	633	718	641	668	0	15	9	16	591	591	38.5	46.2	25	33.3
647.7	557	652	744	569	0	17	5	18	619	619	46.2	30.8	50	50
633.15	603	648	641	607	0	14	10	16	579	579	46.2	23.1	25	50
662.85	659	678	641	657	608	2	0	38	489	489	7.7	0	0	16.7
673	620	688	682	631	689	24	13	3	667	667	84.6	38.5	50	66.7
643.8	667	694	538	0	636	20	4	16	650	650	46.2	53.8	25	83.3
748.75	597	812	785	0	677	31	5	4	752	752	61.5	76.9	100	83.3
697.7	732	737	599	699	677	31	4	5	755	755	84.6	61.5	87.5	83.3
658.15	682	701	558	668	0	27	7	6	709	709	61.5	53.8	75	100
633.7	608	586	764	517	574	14	12	14	574	574	38.5	38.5	37.5	16.7
658.3	576	682	682	657	0	23	5	12	676	676	69.2	53.8	25	83.3
634.8	620	645	641	603	0	21	5	14	657	657	61.5	61.5	12.5	66.7
676.7	620	678	702	721	0	29	7	4	728	728	76.9	53.8	75	100
766.55	743	774	785	734	0	37	3	0	814	814	100	84.6	87.5	100
703.15	626	812	599	628	0	34	6	0	778	778	84.6	84.6	75	100
663.1	633	673	661	684	0	23	7	10	671	671	53.8	46.2	62.5	83.3
730.15	768	718	723	727	0	22	5	13	667	667	38.5	38.5	87.5	83.3
650.85	667	701	558	625	0	19	10	11	626	626	46.2	38.5	37.5	83.3
645.25	582	678	641	635	0	25	6	9	693	693	61.5	53.8	62.5	83.3
676.45	603	694	723	628	0	21	9	10	648	648	46.2	53.8	25	100
633.65	582	660	641	600	570	18	8	14	622	622	46.2	30.8	37.5	83.3
650.75	639	701	558	680	0	17	8	15	612	612	38.5	30.8	37.5	83.3
673.1	582	718	682	631	0	19	8	13	631	631	46.2	46.2	37.5	66.7
690.35	754	737	558	684	0	26	6	8	702	702	69.2	46.2	87.5	66.7
663.65	645	669	682	631	0	24	6	10	683	683	69.2	46.2	75	50
644.55	682	593	682	649	708	13	10	17	569	569	23.1	46.2	12.5	50
630.2	620	616	682	585	0	14	11	15	576	576	30.8	38.5	25	50
632.75	557	701	558	596	664	27	13	0	695	695	61.5	61.5	62.5	100
699.7	732	706	662	672	701	15	7	18	595	595	23.1	38.5	50	50
637.2	547	648	702	607	604	23	7	10	671	671	53.8	53.8	62.5	66.7
650.65	562	669	702	617	591	18	5	17	629	629	53.8	23.1	37.5	83.3
659.15	667	664	661	596	617	25	9	6	686	686	61.5	61.5	50	83.3
621.75	597	590	723	561	527	15	7	18	595	595	38.5	30.8	37.5	50
640.15	639	613	682	660	0	13	7	20	576	576	23.1	23.1	25	83.3
718.65	801	718	661	614	701	17	8	15	612	612	46.2	23.1	37.5	83.3
821.8	776	850	826	776	0	36	4	0	802	802	92.3	92.3	75	100
756.4	700	793	723	734	788	36	1	3	809	809	76.9	92.3	100	100
638.55	562	660	641	576	689	23	16	1	650	650	53.8	46.2	62.5	83.3
709.1	700	812	558	642	0	29	6	5	731	731	84.6	53.8	75	83.3
666.55	633	669	682	684	0	28	7	5	719	719	84.6	61.5	75	50
643.05	633	648	661	596	537	21	3	16	662	662	69.2	30.8	37.5	83.3
695.05	674	694	723	672	0	26	6	8	702	702	76.9	53.8	50	83.3
